,idx, mode, snr
8231,8231,morse,20
8232,8232,morse,20
8233,8233,morse,20
8234,8234,morse,20
8235,8235,morse,20
8236,8236,morse,20
8237,8237,morse,20
8238,8238,morse,20
8239,8239,morse,20
8240,8240,morse,20
8241,8241,morse,20
8242,8242,morse,20
8243,8243,morse,20
8244,8244,morse,20
8245,8245,morse,20
8246,8246,morse,20
8247,8247,morse,20
8248,8248,morse,20
8249,8249,morse,20
8250,8250,morse,20
8251,8251,morse,20
8252,8252,morse,20
8253,8253,morse,20
8254,8254,morse,20
8255,8255,morse,20
8256,8256,morse,20
8257,8257,morse,20
8258,8258,morse,20
8259,8259,morse,20
8260,8260,morse,20
8261,8261,morse,20
8262,8262,morse,20
8263,8263,morse,20
8264,8264,morse,20
8265,8265,morse,20
8266,8266,morse,20
8267,8267,morse,20
8268,8268,morse,20
8269,8269,morse,20
8270,8270,morse,20
8271,8271,morse,20
8272,8272,morse,20
8273,8273,morse,20
8274,8274,morse,20
8275,8275,morse,20
8276,8276,morse,20
8277,8277,morse,20
8278,8278,morse,20
8279,8279,morse,20
8280,8280,morse,20
8281,8281,morse,20
8282,8282,morse,20
8283,8283,morse,20
8284,8284,morse,20
8285,8285,morse,20
8286,8286,morse,20
8287,8287,morse,20
8288,8288,morse,20
8289,8289,morse,20
8290,8290,morse,20
8291,8291,morse,20
8292,8292,morse,20
8293,8293,morse,20
8294,8294,morse,20
8295,8295,morse,20
8296,8296,morse,20
8297,8297,morse,20
8298,8298,morse,20
8299,8299,morse,20
8300,8300,morse,20
8301,8301,morse,20
8302,8302,morse,20
8303,8303,morse,20
8304,8304,morse,20
8305,8305,morse,20
8306,8306,morse,20
8307,8307,morse,20
8308,8308,morse,20
8309,8309,morse,20
8310,8310,morse,20
8311,8311,morse,20
8312,8312,morse,20
8313,8313,morse,20
8314,8314,morse,20
8315,8315,morse,20
8316,8316,morse,20
8317,8317,morse,20
8318,8318,morse,20
8319,8319,morse,20
8320,8320,morse,20
8321,8321,morse,20
8322,8322,morse,20
8323,8323,morse,20
8324,8324,morse,20
8325,8325,morse,20
8326,8326,morse,20
8327,8327,morse,20
8328,8328,morse,20
8329,8329,morse,20
8330,8330,morse,20
8331,8331,morse,20
8332,8332,morse,20
8333,8333,morse,20
8334,8334,morse,20
8335,8335,morse,20
8336,8336,morse,20
8337,8337,morse,20
8338,8338,morse,20
8339,8339,morse,20
8340,8340,morse,20
8341,8341,morse,20
8342,8342,morse,20
8343,8343,morse,20
8344,8344,morse,20
8345,8345,morse,20
8346,8346,morse,20
8347,8347,morse,20
8348,8348,morse,20
8349,8349,morse,20
8350,8350,morse,20
8351,8351,morse,20
8352,8352,morse,20
8353,8353,morse,20
8354,8354,morse,20
8355,8355,morse,20
8356,8356,morse,20
8357,8357,morse,20
8358,8358,morse,20
8359,8359,morse,20
8360,8360,morse,20
8361,8361,morse,20
8362,8362,morse,20
8363,8363,morse,20
8364,8364,morse,20
8365,8365,morse,20
8366,8366,morse,20
8367,8367,morse,20
8368,8368,morse,20
8369,8369,morse,20
8370,8370,morse,20
8371,8371,morse,20
8372,8372,morse,20
8373,8373,morse,20
8374,8374,morse,20
8375,8375,morse,20
8376,8376,morse,20
8377,8377,morse,20
8378,8378,morse,20
8379,8379,morse,20
8380,8380,morse,20
8381,8381,morse,20
8382,8382,morse,20
8383,8383,morse,20
8384,8384,morse,20
8385,8385,morse,20
8386,8386,morse,20
8387,8387,morse,20
8388,8388,morse,20
8389,8389,morse,20
8390,8390,morse,20
8391,8391,morse,20
8392,8392,morse,20
8393,8393,morse,20
8394,8394,morse,20
8395,8395,morse,20
8396,8396,morse,20
8397,8397,morse,20
8398,8398,morse,20
8399,8399,morse,20
8400,8400,morse,15
8401,8401,morse,15
8402,8402,morse,15
8403,8403,morse,15
8404,8404,morse,15
8405,8405,morse,15
8406,8406,morse,15
8407,8407,morse,15
8408,8408,morse,15
8409,8409,morse,15
8410,8410,morse,15
8411,8411,morse,15
8412,8412,morse,15
8413,8413,morse,15
8414,8414,morse,15
8415,8415,morse,15
8416,8416,morse,15
8417,8417,morse,15
8418,8418,morse,15
8419,8419,morse,15
8420,8420,morse,15
8421,8421,morse,15
8422,8422,morse,15
8423,8423,morse,15
8424,8424,morse,15
8425,8425,morse,15
8426,8426,morse,15
8427,8427,morse,15
8428,8428,morse,15
8429,8429,morse,15
8430,8430,morse,15
8431,8431,morse,15
8432,8432,morse,15
8433,8433,morse,15
8434,8434,morse,15
8435,8435,morse,15
8436,8436,morse,15
8437,8437,morse,15
8438,8438,morse,15
8439,8439,morse,15
8440,8440,morse,15
8441,8441,morse,15
8442,8442,morse,15
8443,8443,morse,15
8444,8444,morse,15
8445,8445,morse,15
8446,8446,morse,15
8447,8447,morse,15
8448,8448,morse,15
8449,8449,morse,15
8450,8450,morse,15
8451,8451,morse,15
8452,8452,morse,15
8453,8453,morse,15
8454,8454,morse,15
8455,8455,morse,15
8456,8456,morse,15
8457,8457,morse,15
8458,8458,morse,15
8459,8459,morse,15
8460,8460,morse,15
8461,8461,morse,15
8462,8462,morse,15
8463,8463,morse,15
8464,8464,morse,15
8465,8465,morse,15
8466,8466,morse,15
8467,8467,morse,15
8468,8468,morse,15
8469,8469,morse,15
8470,8470,morse,15
8471,8471,morse,15
8472,8472,morse,15
8473,8473,morse,15
8474,8474,morse,15
8475,8475,morse,15
8476,8476,morse,15
8477,8477,morse,15
8478,8478,morse,15
8479,8479,morse,15
8480,8480,morse,15
8481,8481,morse,15
8482,8482,morse,15
8483,8483,morse,15
8484,8484,morse,15
8485,8485,morse,15
8486,8486,morse,15
8487,8487,morse,15
8488,8488,morse,15
8489,8489,morse,15
8490,8490,morse,15
8491,8491,morse,15
8492,8492,morse,15
8493,8493,morse,15
8494,8494,morse,15
8495,8495,morse,15
8496,8496,morse,15
8497,8497,morse,15
8498,8498,morse,15
8499,8499,morse,15
8500,8500,morse,15
8501,8501,morse,15
8502,8502,morse,15
8503,8503,morse,15
8504,8504,morse,15
8505,8505,morse,15
8506,8506,morse,15
8507,8507,morse,15
8508,8508,morse,15
8509,8509,morse,15
8510,8510,morse,15
8511,8511,morse,15
8512,8512,morse,15
8513,8513,morse,15
8514,8514,morse,15
8515,8515,morse,15
8516,8516,morse,15
8517,8517,morse,15
8518,8518,morse,15
8519,8519,morse,15
8520,8520,morse,15
8521,8521,morse,15
8522,8522,morse,15
8523,8523,morse,15
8524,8524,morse,15
8525,8525,morse,15
8526,8526,morse,15
8527,8527,morse,15
8528,8528,morse,15
8529,8529,morse,15
8530,8530,morse,15
8531,8531,morse,15
8532,8532,morse,15
8533,8533,morse,15
8534,8534,morse,15
8535,8535,morse,15
8536,8536,morse,15
8537,8537,morse,15
8538,8538,morse,15
8539,8539,morse,15
8540,8540,morse,15
8541,8541,morse,15
8542,8542,morse,15
8543,8543,morse,15
8544,8544,morse,15
8545,8545,morse,15
8546,8546,morse,15
8547,8547,morse,15
8548,8548,morse,15
8549,8549,morse,15
8550,8550,morse,15
8551,8551,morse,15
8552,8552,morse,15
8553,8553,morse,15
8554,8554,morse,15
8555,8555,morse,15
8556,8556,morse,15
8557,8557,morse,15
8558,8558,morse,15
8559,8559,morse,15
8560,8560,morse,15
8561,8561,morse,15
8562,8562,morse,15
8563,8563,morse,15
8564,8564,morse,15
8565,8565,morse,15
8566,8566,morse,15
8567,8567,morse,15
8568,8568,morse,15
8569,8569,morse,15
8570,8570,morse,15
8571,8571,morse,15
8572,8572,morse,15
8573,8573,morse,15
8574,8574,morse,15
8575,8575,morse,15
8576,8576,morse,15
8577,8577,morse,15
8578,8578,morse,15
8579,8579,morse,15
8580,8580,morse,15
8581,8581,morse,15
8582,8582,morse,15
8583,8583,morse,15
8584,8584,morse,15
8585,8585,morse,15
8586,8586,morse,15
8587,8587,morse,15
8588,8588,morse,15
8589,8589,morse,15
8590,8590,morse,15
8591,8591,morse,15
8592,8592,morse,15
8593,8593,morse,15
8594,8594,morse,15
8595,8595,morse,15
8596,8596,morse,15
8597,8597,morse,15
8598,8598,morse,15
8599,8599,morse,15
8600,8600,morse,10
8601,8601,morse,10
8602,8602,morse,10
8603,8603,morse,10
8604,8604,morse,10
8605,8605,morse,10
8606,8606,morse,10
8607,8607,morse,10
8608,8608,morse,10
8609,8609,morse,10
8610,8610,morse,10
8611,8611,morse,10
8612,8612,morse,10
8613,8613,morse,10
8614,8614,morse,10
8615,8615,morse,10
8616,8616,morse,10
8617,8617,morse,10
8618,8618,morse,10
8619,8619,morse,10
8620,8620,morse,10
8621,8621,morse,10
8622,8622,morse,10
8623,8623,morse,10
8624,8624,morse,10
8625,8625,morse,10
8626,8626,morse,10
8627,8627,morse,10
8628,8628,morse,10
8629,8629,morse,10
8630,8630,morse,10
8631,8631,morse,10
8632,8632,morse,10
8633,8633,morse,10
8634,8634,morse,10
8635,8635,morse,10
8636,8636,morse,10
8637,8637,morse,10
8638,8638,morse,10
8639,8639,morse,10
8640,8640,morse,10
8641,8641,morse,10
8642,8642,morse,10
8643,8643,morse,10
8644,8644,morse,10
8645,8645,morse,10
8646,8646,morse,10
8647,8647,morse,10
8648,8648,morse,10
8649,8649,morse,10
8650,8650,morse,10
8651,8651,morse,10
8652,8652,morse,10
8653,8653,morse,10
8654,8654,morse,10
8655,8655,morse,10
8656,8656,morse,10
8657,8657,morse,10
8658,8658,morse,10
8659,8659,morse,10
8660,8660,morse,10
8661,8661,morse,10
8662,8662,morse,10
8663,8663,morse,10
8664,8664,morse,10
8665,8665,morse,10
8666,8666,morse,10
8667,8667,morse,10
8668,8668,morse,10
8669,8669,morse,10
8670,8670,morse,10
8671,8671,morse,10
8672,8672,morse,10
8673,8673,morse,10
8674,8674,morse,10
8675,8675,morse,10
8676,8676,morse,10
8677,8677,morse,10
8678,8678,morse,10
8679,8679,morse,10
8680,8680,morse,10
8681,8681,morse,10
8682,8682,morse,10
8683,8683,morse,10
8684,8684,morse,10
8685,8685,morse,10
8686,8686,morse,10
8687,8687,morse,10
8688,8688,morse,10
8689,8689,morse,10
8690,8690,morse,10
8691,8691,morse,10
8692,8692,morse,10
8693,8693,morse,10
8694,8694,morse,10
8695,8695,morse,10
8696,8696,morse,10
8697,8697,morse,10
8698,8698,morse,10
8699,8699,morse,10
8700,8700,morse,10
8701,8701,morse,10
8702,8702,morse,10
8703,8703,morse,10
8704,8704,morse,10
8705,8705,morse,10
8706,8706,morse,10
8707,8707,morse,10
8708,8708,morse,10
8709,8709,morse,10
8710,8710,morse,10
8711,8711,morse,10
8712,8712,morse,10
8713,8713,morse,10
8714,8714,morse,10
8715,8715,morse,10
8716,8716,morse,10
8717,8717,morse,10
8718,8718,morse,10
8719,8719,morse,10
8720,8720,morse,10
8721,8721,morse,10
8722,8722,morse,10
8723,8723,morse,10
8724,8724,morse,10
8725,8725,morse,10
8726,8726,morse,10
8727,8727,morse,10
8728,8728,morse,10
8729,8729,morse,10
8730,8730,morse,10
8731,8731,morse,10
8732,8732,morse,10
8733,8733,morse,10
8734,8734,morse,10
8735,8735,morse,10
8736,8736,morse,10
8737,8737,morse,10
8738,8738,morse,10
8739,8739,morse,10
8740,8740,morse,10
8741,8741,morse,10
8742,8742,morse,10
8743,8743,morse,10
8744,8744,morse,10
8745,8745,morse,10
8746,8746,morse,10
8747,8747,morse,10
8748,8748,morse,10
8749,8749,morse,10
8750,8750,morse,10
8751,8751,morse,10
8752,8752,morse,10
8753,8753,morse,10
8754,8754,morse,10
8755,8755,morse,10
8756,8756,morse,10
8757,8757,morse,10
8758,8758,morse,10
8759,8759,morse,10
8760,8760,morse,10
8761,8761,morse,10
8762,8762,morse,10
8763,8763,morse,10
8764,8764,morse,10
8765,8765,morse,10
8766,8766,morse,10
8767,8767,morse,10
8768,8768,morse,10
8769,8769,morse,10
8770,8770,morse,10
8771,8771,morse,10
8772,8772,morse,10
8773,8773,morse,10
8774,8774,morse,10
8775,8775,morse,10
8776,8776,morse,10
8777,8777,morse,10
8778,8778,morse,10
8779,8779,morse,10
8780,8780,morse,10
8781,8781,morse,10
8782,8782,morse,10
8783,8783,morse,10
8784,8784,morse,10
8785,8785,morse,10
8786,8786,morse,10
8787,8787,morse,10
8788,8788,morse,10
8789,8789,morse,10
8790,8790,morse,10
8791,8791,morse,10
8792,8792,morse,10
8793,8793,morse,10
8794,8794,morse,10
8795,8795,morse,10
8796,8796,morse,10
8797,8797,morse,10
8798,8798,morse,10
8799,8799,morse,10
8800,8800,morse,5
8801,8801,morse,5
8802,8802,morse,5
8803,8803,morse,5
8804,8804,morse,5
8805,8805,morse,5
8806,8806,morse,5
8807,8807,morse,5
8808,8808,morse,5
8809,8809,morse,5
8810,8810,morse,5
8811,8811,morse,5
8812,8812,morse,5
8813,8813,morse,5
8814,8814,morse,5
8815,8815,morse,5
8816,8816,morse,5
8817,8817,morse,5
8818,8818,morse,5
8819,8819,morse,5
8820,8820,morse,5
8821,8821,morse,5
8822,8822,morse,5
8823,8823,morse,5
8824,8824,morse,5
8825,8825,morse,5
8826,8826,morse,5
8827,8827,morse,5
8828,8828,morse,5
8829,8829,morse,5
8830,8830,morse,5
8831,8831,morse,5
8832,8832,morse,5
8833,8833,morse,5
8834,8834,morse,5
8835,8835,morse,5
8836,8836,morse,5
8837,8837,morse,5
8838,8838,morse,5
8839,8839,morse,5
8840,8840,morse,5
8841,8841,morse,5
8842,8842,morse,5
8843,8843,morse,5
8844,8844,morse,5
8845,8845,morse,5
8846,8846,morse,5
8847,8847,morse,5
8848,8848,morse,5
8849,8849,morse,5
8850,8850,morse,5
8851,8851,morse,5
8852,8852,morse,5
8853,8853,morse,5
8854,8854,morse,5
8855,8855,morse,5
8856,8856,morse,5
8857,8857,morse,5
8858,8858,morse,5
8859,8859,morse,5
8860,8860,morse,5
8861,8861,morse,5
8862,8862,morse,5
8863,8863,morse,5
8864,8864,morse,5
8865,8865,morse,5
8866,8866,morse,5
8867,8867,morse,5
8868,8868,morse,5
8869,8869,morse,5
8870,8870,morse,5
8871,8871,morse,5
8872,8872,morse,5
8873,8873,morse,5
8874,8874,morse,5
8875,8875,morse,5
8876,8876,morse,5
8877,8877,morse,5
8878,8878,morse,5
8879,8879,morse,5
8880,8880,morse,5
8881,8881,morse,5
8882,8882,morse,5
8883,8883,morse,5
8884,8884,morse,5
8885,8885,morse,5
8886,8886,morse,5
8887,8887,morse,5
8888,8888,morse,5
8889,8889,morse,5
8890,8890,morse,5
8891,8891,morse,5
8892,8892,morse,5
8893,8893,morse,5
8894,8894,morse,5
8895,8895,morse,5
8896,8896,morse,5
8897,8897,morse,5
8898,8898,morse,5
8899,8899,morse,5
8900,8900,morse,5
8901,8901,morse,5
8902,8902,morse,5
8903,8903,morse,5
8904,8904,morse,5
8905,8905,morse,5
8906,8906,morse,5
8907,8907,morse,5
8908,8908,morse,5
8909,8909,morse,5
8910,8910,morse,5
8911,8911,morse,5
8912,8912,morse,5
8913,8913,morse,5
8914,8914,morse,5
8915,8915,morse,5
8916,8916,morse,5
8917,8917,morse,5
8918,8918,morse,5
8919,8919,morse,5
8920,8920,morse,5
8921,8921,morse,5
8922,8922,morse,5
8923,8923,morse,5
8924,8924,morse,5
8925,8925,morse,5
8926,8926,morse,5
8927,8927,morse,5
8928,8928,morse,5
8929,8929,morse,5
8930,8930,morse,5
8931,8931,morse,5
8932,8932,morse,5
8933,8933,morse,5
8934,8934,morse,5
8935,8935,morse,5
8936,8936,morse,5
8937,8937,morse,5
8938,8938,morse,5
8939,8939,morse,5
8940,8940,morse,5
8941,8941,morse,5
8942,8942,morse,5
8943,8943,morse,5
8944,8944,morse,5
8945,8945,morse,5
8946,8946,morse,5
8947,8947,morse,5
8948,8948,morse,5
8949,8949,morse,5
8950,8950,morse,5
8951,8951,morse,5
8952,8952,morse,5
8953,8953,morse,5
8954,8954,morse,5
8955,8955,morse,5
8956,8956,morse,5
8957,8957,morse,5
8958,8958,morse,5
8959,8959,morse,5
8960,8960,morse,5
8961,8961,morse,5
8962,8962,morse,5
8963,8963,morse,5
8964,8964,morse,5
8965,8965,morse,5
8966,8966,morse,5
8967,8967,morse,5
8968,8968,morse,5
8969,8969,morse,5
8970,8970,morse,5
8971,8971,morse,5
8972,8972,morse,5
8973,8973,morse,5
8974,8974,morse,5
8975,8975,morse,5
8976,8976,morse,5
8977,8977,morse,5
8978,8978,morse,5
8979,8979,morse,5
8980,8980,morse,5
8981,8981,morse,5
8982,8982,morse,5
8983,8983,morse,5
8984,8984,morse,5
8985,8985,morse,5
8986,8986,morse,5
8987,8987,morse,5
8988,8988,morse,5
8989,8989,morse,5
8990,8990,morse,5
8991,8991,morse,5
8992,8992,morse,5
8993,8993,morse,5
8994,8994,morse,5
8995,8995,morse,5
8996,8996,morse,5
8997,8997,morse,5
8998,8998,morse,5
8999,8999,morse,5
9000,9000,morse,0
9001,9001,morse,0
9002,9002,morse,0
9003,9003,morse,0
9004,9004,morse,0
9005,9005,morse,0
9006,9006,morse,0
9007,9007,morse,0
9008,9008,morse,0
9009,9009,morse,0
9010,9010,morse,0
9011,9011,morse,0
9012,9012,morse,0
9013,9013,morse,0
9014,9014,morse,0
9015,9015,morse,0
9016,9016,morse,0
9017,9017,morse,0
9018,9018,morse,0
9019,9019,morse,0
9020,9020,morse,0
9021,9021,morse,0
9022,9022,morse,0
9023,9023,morse,0
9024,9024,morse,0
9025,9025,morse,0
9026,9026,morse,0
9027,9027,morse,0
9028,9028,morse,0
9029,9029,morse,0
9030,9030,morse,0
9031,9031,morse,0
9032,9032,morse,0
9033,9033,morse,0
9034,9034,morse,0
9035,9035,morse,0
9036,9036,morse,0
9037,9037,morse,0
9038,9038,morse,0
9039,9039,morse,0
9040,9040,morse,0
9041,9041,morse,0
9042,9042,morse,0
9043,9043,morse,0
9044,9044,morse,0
9045,9045,morse,0
9046,9046,morse,0
9047,9047,morse,0
9048,9048,morse,0
9049,9049,morse,0
9050,9050,morse,0
9051,9051,morse,0
9052,9052,morse,0
9053,9053,morse,0
9054,9054,morse,0
9055,9055,morse,0
9056,9056,morse,0
9057,9057,morse,0
9058,9058,morse,0
9059,9059,morse,0
9060,9060,morse,0
9061,9061,morse,0
9062,9062,morse,0
9063,9063,morse,0
9064,9064,morse,0
9065,9065,morse,0
9066,9066,morse,0
9067,9067,morse,0
9068,9068,morse,0
9069,9069,morse,0
9070,9070,morse,0
9071,9071,morse,0
9072,9072,morse,0
9073,9073,morse,0
9074,9074,morse,0
9075,9075,morse,0
9076,9076,morse,0
9077,9077,morse,0
9078,9078,morse,0
9079,9079,morse,0
9080,9080,morse,0
9081,9081,morse,0
9082,9082,morse,0
9083,9083,morse,0
9084,9084,morse,0
9085,9085,morse,0
9086,9086,morse,0
9087,9087,morse,0
9088,9088,morse,0
9089,9089,morse,0
9090,9090,morse,0
9091,9091,morse,0
9092,9092,morse,0
9093,9093,morse,0
9094,9094,morse,0
9095,9095,morse,0
9096,9096,morse,0
9097,9097,morse,0
9098,9098,morse,0
9099,9099,morse,0
9100,9100,morse,0
9101,9101,morse,0
9102,9102,morse,0
9103,9103,morse,0
9104,9104,morse,0
9105,9105,morse,0
9106,9106,morse,0
9107,9107,morse,0
9108,9108,morse,0
9109,9109,morse,0
9110,9110,morse,0
9111,9111,morse,0
9112,9112,morse,0
9113,9113,morse,0
9114,9114,morse,0
9115,9115,morse,0
9116,9116,morse,0
9117,9117,morse,0
9118,9118,morse,0
9119,9119,morse,0
9120,9120,morse,0
9121,9121,morse,0
9122,9122,morse,0
9123,9123,morse,0
9124,9124,morse,0
9125,9125,morse,0
9126,9126,morse,0
9127,9127,morse,0
9128,9128,morse,0
9129,9129,morse,0
9130,9130,morse,0
9131,9131,morse,0
9132,9132,morse,0
9133,9133,morse,0
9134,9134,morse,0
9135,9135,morse,0
9136,9136,morse,0
9137,9137,morse,0
9138,9138,morse,0
9139,9139,morse,0
9140,9140,morse,0
9141,9141,morse,0
9142,9142,morse,0
9143,9143,morse,0
9144,9144,morse,0
9145,9145,morse,0
9146,9146,morse,0
9147,9147,morse,0
9148,9148,morse,0
9149,9149,morse,0
9150,9150,morse,0
9151,9151,morse,0
9152,9152,morse,0
9153,9153,morse,0
9154,9154,morse,0
9155,9155,morse,0
9156,9156,morse,0
9157,9157,morse,0
9158,9158,morse,0
9159,9159,morse,0
9160,9160,morse,0
9161,9161,morse,0
9162,9162,morse,0
9163,9163,morse,0
9164,9164,morse,0
9165,9165,morse,0
9166,9166,morse,0
9167,9167,morse,0
9168,9168,morse,0
9169,9169,morse,0
9170,9170,morse,0
9171,9171,morse,0
9172,9172,morse,0
9173,9173,morse,0
9174,9174,morse,0
9175,9175,morse,0
9176,9176,morse,0
9177,9177,morse,0
9178,9178,morse,0
9179,9179,morse,0
9180,9180,morse,0
9181,9181,morse,0
9182,9182,morse,0
9183,9183,morse,0
9184,9184,morse,0
9185,9185,morse,0
9186,9186,morse,0
9187,9187,morse,0
9188,9188,morse,0
9189,9189,morse,0
9190,9190,morse,0
9191,9191,morse,0
9192,9192,morse,0
9193,9193,morse,0
9194,9194,morse,0
9195,9195,morse,0
9196,9196,morse,0
9197,9197,morse,0
9198,9198,morse,0
9199,9199,morse,0
9200,9200,morse,-5
9201,9201,morse,-5
9202,9202,morse,-5
9203,9203,morse,-5
9204,9204,morse,-5
9205,9205,morse,-5
9206,9206,morse,-5
9207,9207,morse,-5
9208,9208,morse,-5
9209,9209,morse,-5
9210,9210,morse,-5
9211,9211,morse,-5
9212,9212,morse,-5
9213,9213,morse,-5
9214,9214,morse,-5
9215,9215,morse,-5
9216,9216,morse,-5
9217,9217,morse,-5
9218,9218,morse,-5
9219,9219,morse,-5
9220,9220,morse,-5
9221,9221,morse,-5
9222,9222,morse,-5
9223,9223,morse,-5
9224,9224,morse,-5
9225,9225,morse,-5
9226,9226,morse,-5
9227,9227,morse,-5
9228,9228,morse,-5
9229,9229,morse,-5
9230,9230,morse,-5
9231,9231,morse,-5
9232,9232,morse,-5
9233,9233,morse,-5
9234,9234,morse,-5
9235,9235,morse,-5
9236,9236,morse,-5
9237,9237,morse,-5
9238,9238,morse,-5
9239,9239,morse,-5
9240,9240,morse,-5
9241,9241,morse,-5
9242,9242,morse,-5
9243,9243,morse,-5
9244,9244,morse,-5
9245,9245,morse,-5
9246,9246,morse,-5
9247,9247,morse,-5
9248,9248,morse,-5
9249,9249,morse,-5
9250,9250,morse,-5
9251,9251,morse,-5
9252,9252,morse,-5
9253,9253,morse,-5
9254,9254,morse,-5
9255,9255,morse,-5
9256,9256,morse,-5
9257,9257,morse,-5
9258,9258,morse,-5
9259,9259,morse,-5
9260,9260,morse,-5
9261,9261,morse,-5
9262,9262,morse,-5
9263,9263,morse,-5
9264,9264,morse,-5
9265,9265,morse,-5
9266,9266,morse,-5
9267,9267,morse,-5
9268,9268,morse,-5
9269,9269,morse,-5
9270,9270,morse,-5
9271,9271,morse,-5
9272,9272,morse,-5
9273,9273,morse,-5
9274,9274,morse,-5
9275,9275,morse,-5
9276,9276,morse,-5
9277,9277,morse,-5
9278,9278,morse,-5
9279,9279,morse,-5
9280,9280,morse,-5
9281,9281,morse,-5
9282,9282,morse,-5
9283,9283,morse,-5
9284,9284,morse,-5
9285,9285,morse,-5
9286,9286,morse,-5
9287,9287,morse,-5
9288,9288,morse,-5
9289,9289,morse,-5
9290,9290,morse,-5
9291,9291,morse,-5
9292,9292,morse,-5
9293,9293,morse,-5
9294,9294,morse,-5
9295,9295,morse,-5
9296,9296,morse,-5
9297,9297,morse,-5
9298,9298,morse,-5
9299,9299,morse,-5
9300,9300,morse,-5
9301,9301,morse,-5
9302,9302,morse,-5
9303,9303,morse,-5
9304,9304,morse,-5
9305,9305,morse,-5
9306,9306,morse,-5
9307,9307,morse,-5
9308,9308,morse,-5
9309,9309,morse,-5
9310,9310,morse,-5
9311,9311,morse,-5
9312,9312,morse,-5
9313,9313,morse,-5
9314,9314,morse,-5
9315,9315,morse,-5
9316,9316,morse,-5
9317,9317,morse,-5
9318,9318,morse,-5
9319,9319,morse,-5
9320,9320,morse,-5
9321,9321,morse,-5
9322,9322,morse,-5
9323,9323,morse,-5
9324,9324,morse,-5
9325,9325,morse,-5
9326,9326,morse,-5
9327,9327,morse,-5
9328,9328,morse,-5
9329,9329,morse,-5
9330,9330,morse,-5
9331,9331,morse,-5
9332,9332,morse,-5
9333,9333,morse,-5
9334,9334,morse,-5
9335,9335,morse,-5
9336,9336,morse,-5
9337,9337,morse,-5
9338,9338,morse,-5
9339,9339,morse,-5
9340,9340,morse,-5
9341,9341,morse,-5
9342,9342,morse,-5
9343,9343,morse,-5
9344,9344,morse,-5
9345,9345,morse,-5
9346,9346,morse,-5
9347,9347,morse,-5
9348,9348,morse,-5
9349,9349,morse,-5
9350,9350,morse,-5
9351,9351,morse,-5
9352,9352,morse,-5
9353,9353,morse,-5
9354,9354,morse,-5
9355,9355,morse,-5
9356,9356,morse,-5
9357,9357,morse,-5
9358,9358,morse,-5
9359,9359,morse,-5
9360,9360,morse,-5
9361,9361,morse,-5
9362,9362,morse,-5
9363,9363,morse,-5
9364,9364,morse,-5
9365,9365,morse,-5
9366,9366,morse,-5
9367,9367,morse,-5
9368,9368,morse,-5
9369,9369,morse,-5
9370,9370,morse,-5
9371,9371,morse,-5
9372,9372,morse,-5
9373,9373,morse,-5
9374,9374,morse,-5
9375,9375,morse,-5
9376,9376,morse,-5
9377,9377,morse,-5
9378,9378,morse,-5
9379,9379,morse,-5
9380,9380,morse,-5
9381,9381,morse,-5
9382,9382,morse,-5
9383,9383,morse,-5
9384,9384,morse,-5
9385,9385,morse,-5
9386,9386,morse,-5
9387,9387,morse,-5
9388,9388,morse,-5
9389,9389,morse,-5
9390,9390,morse,-5
9391,9391,morse,-5
9392,9392,morse,-5
9393,9393,morse,-5
9394,9394,morse,-5
9395,9395,morse,-5
9396,9396,morse,-5
9397,9397,morse,-5
9398,9398,morse,-5
9399,9399,morse,-5
9400,9400,morse,-10
9401,9401,morse,-10
9402,9402,morse,-10
9403,9403,morse,-10
9404,9404,morse,-10
9405,9405,morse,-10
9406,9406,morse,-10
9407,9407,morse,-10
9408,9408,morse,-10
9409,9409,morse,-10
9410,9410,morse,-10
9411,9411,morse,-10
9412,9412,morse,-10
9413,9413,morse,-10
9414,9414,morse,-10
9415,9415,morse,-10
9416,9416,morse,-10
9417,9417,morse,-10
9418,9418,morse,-10
9419,9419,morse,-10
9420,9420,morse,-10
9421,9421,morse,-10
9422,9422,morse,-10
9423,9423,morse,-10
9424,9424,morse,-10
9425,9425,morse,-10
9426,9426,morse,-10
9427,9427,morse,-10
9428,9428,morse,-10
9429,9429,morse,-10
9430,9430,morse,-10
9431,9431,morse,-10
9432,9432,morse,-10
9433,9433,morse,-10
9434,9434,morse,-10
9435,9435,morse,-10
9436,9436,morse,-10
9437,9437,morse,-10
9438,9438,morse,-10
9439,9439,morse,-10
9440,9440,morse,-10
9441,9441,morse,-10
9442,9442,morse,-10
9443,9443,morse,-10
9444,9444,morse,-10
9445,9445,morse,-10
9446,9446,morse,-10
9447,9447,morse,-10
9448,9448,morse,-10
9449,9449,morse,-10
9450,9450,morse,-10
9451,9451,morse,-10
9452,9452,morse,-10
9453,9453,morse,-10
9454,9454,morse,-10
9455,9455,morse,-10
9456,9456,morse,-10
9457,9457,morse,-10
9458,9458,morse,-10
9459,9459,morse,-10
9460,9460,morse,-10
9461,9461,morse,-10
9462,9462,morse,-10
9463,9463,morse,-10
9464,9464,morse,-10
9465,9465,morse,-10
9466,9466,morse,-10
9467,9467,morse,-10
9468,9468,morse,-10
9469,9469,morse,-10
9470,9470,morse,-10
9471,9471,morse,-10
9472,9472,morse,-10
9473,9473,morse,-10
9474,9474,morse,-10
9475,9475,morse,-10
9476,9476,morse,-10
